Species,Relative_Abundance
Pseudomonas sp. B21-059,0
Pseudomonas sp. B21-015,0
Pseudomonas sp. CCOS 191,0
Pseudomonas sp. FP2335,0
Pseudomonas sp. OVF7,0
Pseudomonas sp. Pc102,0
Pseudomonas sp. M30-35,0
Pseudomonas sp. B21-017,0
Pseudomonas sp. LG1D9,0
Pseudomonas sp. REST10,0
Pseudomonas sp. SO81,0
Pseudomonas sp. RC3H12,0
Pseudomonas sp. NIBRBAC000502773,0
Pseudomonas sp. NC02,0
Pseudomonas sp. MUP55,0
Pseudomonas sp. DR 5-09,0
Pseudomonas sp. M1,0
Pseudomonas sp. On1,0
Pseudomonas sp. MS646,0
Pseudomonas sp. MM227,0
Pseudomonas sp. CMR5c,0
Pseudomonas sp. P8_241,0
Pseudomonas sp. FP597,0
Pseudomonas sp. AE27,0
Pseudomonas sp. IT1137,0
Pseudomonas sp. RU47,0
Pseudomonas sp. S07E 245,0
Pseudomonas sp. FGI182,0
Pseudomonas sp. G166,0
Pseudomonas sp. DC1.2,0
Pseudomonas sp. B14-6,0
Pseudomonas sp. DR48,0
Pseudomonas sp. B21-021,0
Pseudomonas sp. LRP2-20,0
Pseudomonas sp. Os17,0
Pseudomonas sp. LPB4.O,0
Pseudomonas sp. NEEL19,0
Pseudomonas sp. 4810-S13,0
Pseudomonas sp. D3,0
Pseudomonas sp. CIP-10,0
Pseudomonas sp. J452,0
Pseudomonas sp. TMP25,0
Pseudomonas sp. RtIB026,0
Pseudomonas sp. NY11382,0
Pseudomonas sp. LFM046,0
Pseudomonas sp. TMW 2.1634,0
Pseudomonas sp. JBR1,0
Pseudomonas sp. B21-010,0
Pseudomonas sp. Colony2,0
Pseudomonas sp. Y5-11,0
Pseudomonas sp. AA-38,0
Pseudomonas sp. P105,0
Pseudomonas sp. R5-89-07,0
Pseudomonas sp. 3-2,0
Pseudomonas sp. A34-9,0
Pseudomonas sp. SWI36,0
Pseudomonas sp. PMCC200367,0
Pseudomonas sp. ZY71,0
Pseudomonas sp. AN-B15,0
Pseudomonas sp. B21-047,0
Pseudomonas sp. MRSN 12121,0
Pseudomonas sp. GXZC,0
Pseudomonas sp. R1-43-08,0
Pseudomonas sp. LTGT-11-2Z,0
Pseudomonas sp. FP1740,0
Pseudomonas sp. OE 28.3,0
Pseudomonas sp. HS-18,0
Pseudomonas sp. B21-051,0
Pseudomonas sp. MYb193,0
Pseudomonas sp. ADPe,0
Pseudomonas sp. Z003-0.4C(8344-21),0
Pseudomonas sp. KK18,0
Pseudomonas sp. MH9.3,0
Pseudomonas sp. P108,0
Pseudomonas sp. FDAARGOS_380,0
Pseudomonas sp. BC42,0
Pseudomonas sp. FP1762,0
Pseudomonas sp. B21-036,0
Pseudomonas sp. B21-048,0
Pseudomonas sp. SD17-1,0
Pseudomonas sp. FP1154,0
Pseudomonas sp. P13,0
Pseudomonas sp. NyZ480,0
Pseudomonas sp. Eqa60,0
Pseudomonas sp. FP215,0
Pseudomonas sp. Cab53,0
Pseudomonas sp. Tri1,0
Pseudomonas sp. IsoF,0
Pseudomonas sp. 02C 26,0
Pseudomonas sp. B33.4,0
Pseudomonas sp. GM17,0
Pseudomonas sp. JS3066,0
Pseudomonas sp. FDAARGOS_761,0
Pseudomonas sp. Nvir,0
Pseudomonas sp. SWI7,0
Pseudomonas sp. FSL L8-0168,0
Pseudomonas sp. FP818,0
Pseudomonas sp. DTU12.1,0
Pseudomonas sp. OST1909,0
Pseudomonas sp. IzPS59,0
Pseudomonas sp. CFSAN084952,0
Pseudomonas sp. NY8896,0
Pseudomonas sp. WCS374,0
Pseudomonas sp. R32,0
Pseudomonas sp. HN2,0
Pseudomonas sp. BIOMIG1BAC,0
Pseudomonas sp. P1B16,0
Pseudomonas sp. RSB 5.4,0
Pseudomonas sp. PS1(2021),0
Pseudomonas sp. M2(2023),0
Pseudomonas sp. So3.2b,0
Pseudomonas sp. XWY-1,0
Pseudomonas sp. SWI44,0
Pseudomonas sp. J380,0
Pseudomonas sp. 09C 129,0
Pseudomonas sp. FP603,0
Pseudomonas sp. ML2-2023-6,0
Pseudomonas sp. St290,0
Pseudomonas sp. R2-60-08W,0
Pseudomonas sp. S1Bt23,0
Pseudomonas sp. G11,0
Pseudomonas sp. LTR0,0
Pseudomonas sp. FP2262,0
Pseudomonas sp. HN8-3,0
Pseudomonas sp. IAC-BECa141,0
Pseudomonas sp. SCA2728.1_7,0
Pseudomonas sp.,0
Pseudomonas sp. P9_2,0
"Pseudomonas sp. 2,4-D",0
Pseudomonas sp. 2hn,0
Pseudomonas sp. P8_229,0
Pseudomonas sp. SW-3,0
Pseudomonas sp. R2-7-07,0
Pseudomonas sp. B10,0
Pseudomonas sp. HN2-3,0
Pseudomonas sp. MPDS,0
Pseudomonas sp. Y39-6,0
Pseudomonas sp. A2,0
Pseudomonas sp. FP2034,0
Pseudomonas fluorescens,0
Pseudomonas tolaasii,0
Pseudomonas orientalis,0
Pseudomonas azotoformans,0
Pseudomonas congelans,0
Pseudomonas cedrina,0
Pseudomonas mediterranea,0
Pseudomonas mucidolens,0
Pseudomonas poae,0
Pseudomonas corrugata,0
Pseudomonas trivialis,0
Pseudomonas brenneri,0
Pseudomonas rhodesiae,0
Pseudomonas mandelii,0
Pseudomonas granadensis,0
Pseudomonas marginalis,0
Pseudomonas synxantha,0
Pseudomonas veronii,0
Pseudomonas libanensis,0
Pseudomonas ogarae,0
Pseudomonas koreensis,0
Pseudomonas moraviensis,0
Pseudomonas extremorientalis,0
Pseudomonas migulae,0
Pseudomonas putida,0
Pseudomonas inefficax,0
Pseudomonas oryzihabitans,0
Pseudomonas fulva,0
Pseudomonas plecoglossicida,0
Pseudomonas wadenswilerensis,0
Pseudomonas monteilii,0
Pseudomonas mosselii,0
Pseudomonas shirazica,0
Pseudomonas sp. SGAir0191,0
Pseudomonas aeruginosa,0
Pseudomonas alcaligenes,0
Pseudomonas resinovorans,0
Pseudomonas mendocina,0
Pseudomonas citronellolis,0
Pseudomonas furukawaii,0
Pseudomonas oleovorans,0
Pseudomonas nitroreducens,0
Pseudomonas multiresinivorans,0
Pseudomonas paraeruginosa,0
Pseudomonas syringae,0
Pseudomonas amygdali,0
Pseudomonas savastanoi,0
Pseudomonas ficuserectae,0
Pseudomonas viridiflava,0
Pseudomonas lijiangensis,0
Pseudomonas cichorii,0
Pseudomonas asturiensis,0
Pseudomonas fuscovaginae,0
Pseudomonas syringae group genomosp. 7,0
Pseudomonas coronafaciens,0
Pseudomonas avellanae,0
Pseudomonas syringae group genomosp. 3,0
Pseudomonas tremae,0
Pseudomonas chlororaphis,0
Pseudomonas protegens,0
Pseudomonas lundensis,0
Pseudomonas sessilinigenes,0
Pseudomonas fragi,0
Pseudomonas piscis,0
Pseudomonas otitidis,0
Pseudomonas baltica,0
Pseudomonas benzenivorans,0
Pseudomonas luteola,0
Pseudomonas marincola,0
Pseudomonas tritici,0
Pseudomonas sivasensis,0
Pseudomonas phytophila,0
Pseudomonas knackmussii,0
Pseudomonas serboccidentalis,0
Pseudomonas phenolilytica,0
Pseudomonas agarici,0
Pseudomonas frederiksbergensis,0
Pseudomonas palleroniana,0
Pseudomonas graminis,0
Pseudomonas promysalinigenes,0
Pseudomonas oryzae,0
Pseudomonas lalkuanensis,0
Pseudomonas batumici,0
Pseudomonas asgharzadehiana,0
Pseudomonas rhizosphaerae,0
Pseudomonas sediminis,0
Pseudomonas hormoni,0
Pseudomonas hydrolytica,0
Pseudomonas extremaustralis,0
Pseudomonas eucalypticola,0
Pseudomonas simiae,0
Pseudomonas guguanensis,0
Pseudomonas brassicacearum,0
Pseudomonas argentinensis,0
Pseudomonas silesiensis,0
Pseudomonas vanderleydeniana,0
Pseudomonas entomophila,0
Pseudomonas psychrotolerans,0
Pseudomonas cremoricolorata,0
Pseudomonas cucumis,0
Pseudomonas triclosanedens,0
Pseudomonas alkylphenolica,0
Pseudomonas izuensis,0
Pseudomonas hygromyciniae,0
Pseudomonas tructae,0
Pseudomonas coleopterorum,0
Pseudomonas umsongensis,0
Pseudomonas hamedanensis,0
Pseudomonas pohangensis,0
Pseudomonas paraveronii,0
Pseudomonas nunensis,0
Pseudomonas guangdongensis,0
Pseudomonas atacamensis,0
Pseudomonas taetrolens,0
Pseudomonas vancouverensis,0
uncultured Pseudomonas sp.,0
Pseudomonas tohonis,0
Pseudomonas soli,0
Pseudomonas kribbensis,0
Pseudomonas muyukensis,0
Pseudomonas antarctica,0
Pseudomonas zeae,0
Pseudomonas arsenicoxydans,0
Pseudomonas psychrophila,0
Pseudomonas xantholysinigenes,0
Pseudomonas khazarica,0
Pseudomonas donghuensis,0
Pseudomonas viciae,0
Pseudomonas lactis,0
Pseudomonas lurida,0
Pseudomonas lini,0
Pseudomonas xanthosomatis,0
Pseudomonas kielensis,0
Pseudomonas canadensis,0
Pseudomonas hefeiensis,0
Pseudomonas parafulva,0
Pseudomonas saudiphocaensis,0
Pseudomonas salmasensis,0
Pseudomonas berkeleyensis,0
Pseudomonas serbica,0
Pseudomonas cavernae,0
Pseudomonas fakonensis,0
Pseudomonas prosekii,0
Pseudomonas alcaliphila,0
Pseudomonas kermanshahensis,0
Pseudomonas yamanorum,0
Pseudomonas versuta,0
Pseudomonas bijieensis,0
Pseudomonas seleniipraecipitans,0
Pseudomonas saxonica,0
Pseudomonas allokribbensis,0
Pseudomonas reinekei,0
Pseudomonas anuradhapurensis,0
Pseudomonas asplenii,0
Pseudomonas maumuensis,0
Pseudomonas germanica,0
Pseudomonas laurentiana,0
Pseudomonas tensinigenes,0
Pseudomonas kurunegalensis,0
Pseudomonas campi,0
Pseudomonas sihuiensis,0
Pseudomonas bubulae,0
Pseudomonas toyotomiensis,0
Pseudomonas thivervalensis,0
Pseudomonas solani,0
Pseudomonas juntendi,0
Pseudomonas wenzhouensis,0
Pseudomonas chengduensis,0
Pseudomonas fitomaticsae,0
Pseudomonas capeferrum,0
Pseudomonas pergaminensis,0
Pseudomonas asiatica,0
Pseudomonas laurylsulfatiphila,0
Pseudomonas benzopyrenica,0
Pseudomonas iranensis,0
Candidatus Pseudomonas adelgestsugas,0
Pseudomonas qingdaonensis,0
Pseudomonas idahonensis,0
Pseudomonas azerbaijanorientalis,0
Pseudomonas glycinae,0
Pseudomonas canavaninivorans,0
Pseudomonas gozinkensis,0
Pseudomonas siliginis,0
Pseudomonas alvandae,0
Pseudomonas oryziphila,0
Pseudomonas monsensis,0
Pseudomonas sichuanensis,0
Pseudomonas zarinae,0
Halopseudomonas oceani,0
Halopseudomonas sp. SMJS2,0
Halopseudomonas litoralis,0
Halopseudomonas phragmitis,0
Pseudomonas denitrificans (nom. rej.),0
Halopseudomonas aestusnigri,0
Halopseudomonas sabulinigri,0
Halopseudomonas pelagia,0
Halopseudomonas maritima,0
Halopseudomonas xinjiangensis,0
Halopseudomonas salegens,0
Halopseudomonas nanhaiensis,0
Stutzerimonas stutzeri,0
Stutzerimonas chloritidismutans,0
Stutzerimonas kunmingensis,0
Stutzerimonas balearica,0
Stutzerimonas frequens,0
Stutzerimonas degradans,0
Stutzerimonas xanthomarina,0
Stutzerimonas zhaodongensis,0
Stutzerimonas sp. R40042,0
Stutzerimonas decontaminans,0
Azotobacter salinestris,0
Azotobacter chroococcum,0
Azotobacter vinelandii,0
Denitrificimonas caeni,0
Entomomonas asaccharolytica,0
Entomomonas moraniae,0
Entomomonas sp. E2T0,0
Permianibacter aggregans,0
Thiopseudomonas alkaliphila,0
Marinobacter sp. JH2,0
Marinobacter sp. AN1,0
Marinobacter sp. SBY-1,0
Marinobacter sp. CA1,0
Marinobacter sp. LA51,0
Marinobacter sp. LQ44,0
Marinobacter sp. NP-4(2019),0
Marinobacter sp. LV10R510-11A,0
Marinobacter sp. es.042,0
Marinobacter sp. M3C,0
Marinobacter sp.,0
Marinobacter sp. CuT6,0
Marinobacter sp. Arc7-DN-1,0
Marinobacter sp. CP1,0
Marinobacter sp. BSs20148,0
Marinobacter salinisoli,0
Marinobacter nauticus,0
Marinobacter salinus,0
Marinobacter fonticola,0
Marinobacter alexandrii,0
Marinobacter nanhaiticus,0
Marinobacter salsuginis,0
Marinobacter salarius,0
Marinobacter shengliensis,0
Marinobacter similis,0
Marinobacter adhaerens,0
Marinobacter psychrophilus,0
Pseudohongiella spirulinae,0
Ketobacter alkanivorans,0
Rhodanobacter thiooxydans,3e-4
Rhodanobacter denitrificans,2e-4
Rhodanobacter sp. FDAARGOS 1247,0
Rhodanobacter sp. AS-Z3,0
Rhodanobacter glycinis,0
Dyella sp. A6,0
Dyella sp. BiH032,0
Dyella sp. GSA-30,0
Dyella sp. M7H15-1,0
Dyella thiooxydans,0
Dyella japonica,0
Dyella telluris,0
Dyella caseinilytica,0
Dyella terrae,0
Luteibacter anthropi,0
Luteibacter rhizovicinus,0
Luteibacter aegosomatis,0
Luteibacter pinisoli,0
Luteibacter aegosomaticola,0
Luteibacter flocculans,0
Luteibacter aegosomatissinici,0
Frateuria edaphi,0
Frateuria soli,0
Frateuria aurantia,0
Ahniella affigens,0
Tahibacter amnicola,0
Aerosticca soli,0
Dokdonella koreensis,0
Metallibacterium scheffleri,0
Stenotrophomonas sp. NA06056,0
Stenotrophomonas sp. 169,0
Stenotrophomonas sp. 364,0
Stenotrophomonas sp. 59,0
Stenotrophomonas sp. G4,0
Stenotrophomonas sp. 610A2,0
Stenotrophomonas sp. 704A1,0
Stenotrophomonas sp. 24(2023),0
Stenotrophomonas sp. 57,0
Stenotrophomonas sp. SBJS02,0
Stenotrophomonas sp. MYb57,0
Stenotrophomonas sp. SI-NJAU-1,0
Stenotrophomonas sp. LM091,0
Stenotrophomonas sp. DR822,0
Stenotrophomonas sp. BIO128-Bstrain,0
Stenotrophomonas sp. SXG-1,0
Stenotrophomonas sp. WZN-1,0
Stenotrophomonas sp. NY11291,0
Stenotrophomonas sp. ASS1,0
Stenotrophomonas sp. CW117,0
Stenotrophomonas sp. Pemsol,0
Stenotrophomonas sp. DFS-20110405,0
Stenotrophomonas sp. FSL W7-1447,0
Stenotrophomonas sp. PAMC25021,0
Stenotrophomonas maltophilia,0
Stenotrophomonas sp. ZAC14A_NAIMI4_1,0
Stenotrophomonas sp. ESTM1D_MKCIP4_1,0
Stenotrophomonas sp. SAU14A_NAIMI4_5,0
Stenotrophomonas sp. ZAC14D2_NAIMI4_7,0
Stenotrophomonas sp. ZAC14D2_NAIMI4_6,0
Stenotrophomonas sp. YAU14D1_LEIMI4_1,0
Stenotrophomonas sp. SAU14A_NAIMI4_8,0
Stenotrophomonas sp. YAU14A_MKIMI4_1,0
Stenotrophomonas oahuensis,0
Stenotrophomonas aracearum,0
Stenotrophomonas rhizophila,0
Stenotrophomonas acidaminiphila,0
Stenotrophomonas geniculata,0
Stenotrophomonas pavanii,0
Stenotrophomonas indicatrix,0
Xanthomonas euvesicatoria,0
Xanthomonas campestris,0
Xanthomonas sp. CFBP 8445,0
Xanthomonas sp. SS,0
Xanthomonas sp. AM6,0
Xanthomonas sp. CFBP 8443,0
Xanthomonas sp. SI,0
Xanthomonas sp. MLO165,0
Xanthomonas sp. GW,0
Xanthomonas translucens,0
Xanthomonas sacchari,0
Xanthomonas arboricola,0
Xanthomonas oryzae,0
Xanthomonas euroxanthea,0
Xanthomonas hyacinthi,0
Xanthomonas fragariae,0
Xanthomonas vesicatoria,0
Xanthomonas citri,0
Xanthomonas vasicola,0
Xanthomonas hortorum,0
Xanthomonas hawaiiensis,0
Xanthomonas prunicola,0
Xanthomonas theicola,0
Xanthomonas albilineans,0
Xanthomonas cassavae,0
Xanthomonas cucurbitae,0
Xanthomonas nasturtii,0
Xanthomonas phaseoli,0
Xanthomonas dyei,0
Xanthomonas rydalmerensis,0
Xanthomonas axonopodis,0
Xanthomonas hydrangeae,0
Xanthomonas perforans,0
Lysobacter sp. CW239,0
Lysobacter sp. FW306-1B-D06B,0
Lysobacter sp. KIS68-7,0
Lysobacter sp. K5869,0
Lysobacter sp. 5GHs7-4,0
Lysobacter sp. H21R4,0
Lysobacter sp. S4-A87,0
Lysobacter sp. TY2-98,0
Lysobacter sp. CJ11,0
Lysobacter sp. H23M47,0
Lysobacter sp. HDW10,0
Lysobacter enzymogenes,0
Lysobacter capsici,0
Lysobacter arenosi,0
Lysobacter soli,0
Lysobacter alkalisoli,0
Lysobacter maris,0
Lysobacter terrestris,0
Lysobacter antibioticus,0
Lysobacter auxotrophicus,0
Lysobacter luteus,0
Lysobacter solisilvae,0
Lysobacter gummosus,0
Lysobacter oculi,0
Lysobacter lycopersici,0
Lysobacter ciconiae,0
Lysobacter yananisis,0
Lysobacter avium,0
Pseudoxanthomonas sp. JBR18,0
Pseudoxanthomonas sp. SE1,0
Pseudoxanthomonas sp.,0
Pseudoxanthomonas sp. X-1,0
Pseudoxanthomonas sp. SL93,0
Pseudoxanthomonas mexicana,0
Pseudoxanthomonas daejeonensis,0
Pseudoxanthomonas suwonensis,0
Pseudoxanthomonas winnipegensis,0
Pseudoxanthomonas spadix,0
Luteimonas sp. S4-F44,0
Luteimonas sp. MC1572,0
Luteimonas sp. JM171,0
Luteimonas sp. YGD11-2,0
Luteimonas sp. MC1750,0
Luteimonas sp. MC1825,0
Luteimonas chenhongjianii,0
Luteimonas granuli,0
Luteimonas fraxinea,0
Luteimonas yindakuii,0
Thermomonas sp. XSG,0
Thermomonas sp. HDW16,0
Thermomonas carbonis,0
Thermomonas brevis,0
Thermomonas paludicola,0
Thermomonas aquatica,0
Xylella taiwanensis,0
Xylella fastidiosa,0
Pseudolysobacter antarcticus,0
Arenimonas daejeonensis,0
Shewanella sp. Arc9-LZ,0
Shewanella sp. NFH-SH190041,0
Shewanella sp. KX20019,0
Shewanella sp. SNU WT4,0
Shewanella sp. WE21,0
Shewanella sp. MTB7,0
Shewanella sp. ANA-3,0
Shewanella sp. FJAT-52076,0
Shewanella sp. Scap07,0
Shewanella sp. FJAT-51649,0
Shewanella sp. W3-18-1,0
Shewanella sp. OMA3-2,0
Shewanella sp. DAU305,0
Shewanella sp. MEBiC00475,0
Shewanella sp. WPAGA9,0
Shewanella sp. FDAARGOS_354,0
Shewanella sp. LC6,0
Shewanella sp. MR-4,0
Shewanella sp. Pdp11,0
Shewanella sp. JNE2,0
Shewanella maritima,0
Shewanella psychrotolerans,0
Shewanella xiamenensis,0
Shewanella donghaensis,0
Shewanella algae,0
Shewanella dokdonensis,0
Shewanella mesophila,0
Shewanella bicestrii,0
Shewanella chilikensis,0
Shewanella baltica,0
Shewanella piezotolerans,0
Shewanella aestuarii,0
Shewanella decolorationis,0
Shewanella yunxiaonensis,0
Shewanella pealeana,0
Shewanella oneidensis,0
Shewanella khirikhana,0
Shewanella goraebulensis,0
Shewanella denitrificans,0
Shewanella woodyi,0
Shewanella cyperi,0
Shewanella livingstonensis,0
Shewanella amazonensis,0
Shewanella acanthi,0
Shewanella halifaxensis,0
Shewanella vesiculosa,0
Shewanella spartinae,0
Shewanella sediminis,0
Shewanella psychropiezotolerans,0
Shewanella psychrophila,0
Shewanella psychromarinicola,0
Shewanella zhangzhouensis,0
Shewanella avicenniae,0
Shewanella violacea,0
Shewanella glacialimarina,0
Shewanella marisflavi,0
Shewanella mangrovisoli,0
Shewanella putrefaciens,0
Shewanella litorisediminis,0
uncultured Shewanella sp.,0
Shewanella aegiceratis,0
Shewanella frigidimarina,0
Shewanella alkalitolerans,0
Shewanella rhizosphaerae,0
Shewanella sedimentimangrovi,0
Shewanella inventionis,0
Shewanella oncorhynchi,0
Shewanella halotolerans,0
Shewanella indica,0
Shewanella benthica,0
Shewanella loihica,0
Shewanella carassii,0
Shewanella seohaensis,0
Shewanella polaris,0
Parashewanella spongiae,0
Parashewanella tropica,0
Alteromonas sp. CI.11.F.A3,0
Alteromonas sp. M12,0
Alteromonas sp. RKMC-009,0
Alteromonas sp. MB-3u-76,0
Alteromonas sp. LMIT006,0
Alteromonas sp. BL110,0
Alteromonas sp. 009811495,0
Alteromonas sp. B31-7,0
Alteromonas sp. 76-1,0
Alteromonas sp. RW2A1,0
Alteromonas mediterranea,0
Alteromonas macleodii,0
Alteromonas gracilis,0
Alteromonas pelagimontana,0
Alteromonas naphthalenivorans,0
Alteromonas australica,0
Alteromonas stellipolaris,0
Salinimonas marina,0
Salinimonas lutimaris,0
Salinimonas sediminis,0
Salinimonas iocasae,0
Agarivorans albus,0
Agarivorans sp. TSD2052,0
Agarivorans sp. B2Z047,0
Agarivorans sp. OAG1,0
Agarivorans aestuarii,0
Agarivorans gilvus,0
Catenovulum adriaticum,0
Catenovulum sediminis,0
Paraglaciecola sp. L3A3,0
Paraglaciecola sp. T6c,0
Paraglaciecola sp. L1A13,0
Paraglaciecola mesophila,0
Paraglaciecola psychrophila,0
Alkalimarinus sediminis,0
Alkalimarinus coralli,0
Alkalimarinus alittae,0
Lacimicrobium alkaliphilum,0
Saliniradius amylolyticus,0
Paraneptunicella aestuarii,0
Hydrocarboniclastica marina,0
Planctobacterium marinum,0
Glaciecola nitratireducens,0
Gayadomonas joobiniege,0
Saccharobesus litoralis,0
Aliiglaciecola sp. LCG003,0
Pseudoalteromonas sp. SCSIO 43201,0
Pseudoalteromonas sp. R3,0
Pseudoalteromonas sp. MM1,0
Pseudoalteromonas sp. FE4,0
Pseudoalteromonas sp. KG3,0
Pseudoalteromonas sp. SCSIO 43088,0
Pseudoalteromonas sp. DL-6,0
Pseudoalteromonas sp. GCY,0
Pseudoalteromonas sp. APM04,0
Pseudoalteromonas sp. 1_2015MBL_MicDiv,0
Pseudoalteromonas sp. SiA1,0
Pseudoalteromonas sp. NC201,0
Pseudoalteromonas sp. Xi13,0
Pseudoalteromonas sp. MT33b,0
Pseudoalteromonas sp. SCSIO 43101,0
Pseudoalteromonas sp. LC2018020214,0
Pseudoalteromonas sp. CF6-2,0
Pseudoalteromonas sp. N1230-9,0
Pseudoalteromonas sp. A25,0
Pseudoalteromonas sp. HL-AS1,0
Pseudoalteromonas sp. CuT4-3,0
Pseudoalteromonas sp. SM9913,0
Pseudoalteromonas sp. Bsw20308,0
Pseudoalteromonas sp. M8,0
Pseudoalteromonas sp. THAF3,0
Pseudoalteromonas sp. KAN5,0
Pseudoalteromonas prydzensis,0
Pseudoalteromonas luteoviolacea,0
Pseudoalteromonas ulvae,0
Pseudoalteromonas rubra,0
Pseudoalteromonas agarivorans,0
Pseudoalteromonas xiamenensis,0
Pseudoalteromonas piscicida,0
Pseudoalteromonas spongiae,0
Pseudoalteromonas ostreae,0
Pseudoalteromonas translucida,0
Pseudoalteromonas tunicata,0
Pseudoalteromonas phenolica,0
Pseudoalteromonas viridis,0
Pseudoalteromonas carrageenovora,0
Pseudoalteromonas aliena,0
Pseudoalteromonas flavipulchra,0
Pseudoalteromonas piratica,0
Pseudoalteromonas rhizosphaerae,0
Pseudoalteromonas arctica,0
Pseudoalteromonas espejiana,0
Pseudoalteromonas distincta,0
Pseudoalteromonas marina,0
Pseudoalteromonas lipolytica,0
Pseudoalteromonas mariniglutinosa,0
Pseudoalteromonas shioyasakiensis,0
Pseudoalteromonas tetraodonis,0
Pseudoalteromonas undina,0
Pseudoalteromonas issachenkonii,0
Pseudoalteromonas ruthenica,0
Pseudoalteromonas donghaensis,0
Psychrosphaera ytuae,0
Psychrosphaera aestuarii,0
Flocculibacter collagenilyticus,0
Thalassomonas viridans,0
Thalassomonas actiniarum,0
Thalassomonas haliotis,0
Colwellia sp. 20A7,0
Colwellia sp. PAMC 21821,0
Colwellia sp. M166,0
Colwellia sp. Arc7-635,0
Colwellia sp. MT41,0
Colwellia sp. PAMC 20917,0
Colwellia sp. Arc7-D,0
Colwellia psychrerythraea,0
Thalassotalea sp. PS06,0
Thalassotalea sp. LPB0316,0
Thalassotalea sp. HSM 43,0
Thalassotalea piscium,0
Thalassotalea crassostreae,0
Thalassotalea atypica,0
Thalassotalea sediminis,0
Thalassotalea agarivorans,0
Thalassotalea hakodatensis,0
Litorilituus sediminis,0
Cognaticolwellia beringensis,0
Idiomarina sp. X4,0
Idiomarina sp. OXR-189,0
Idiomarina sp. OT37-5b,0
Idiomarina sp. PL1-037,0
Idiomarina sp.,0
Idiomarina loihiensis,0
Idiomarina abyssalis,0
Idiomarina piscisalsi,0
Pseudidiomarina andamanensis,0
Ferrimonas balearica,0
Ferrimonas sp. YFM,0
Ferrimonas sp. SCSIO 43195,0
Ferrimonas lipolytica,0
Moritella marina,0
Moritella sp. 24,0
Moritella sp. 5,0
Moritella sp. 36,0
Moritella sp. 28,0
Moritella yayanosii,0
Psychromonas ingrahamii,0
Psychromonas sp. CNPT3,0
Vibrio sp. SCSIO 43136,0
Vibrio sp. SS-MA-C1-2,0
Vibrio sp. SCSIO 43132,0
Vibrio sp. JC009,0
Vibrio sp. YMD68,0
Vibrio sp. SCSIO 43137,0
Vibrio sp. HDW18,0
Vibrio sp. VB16,0
Vibrio sp. FE10,0
Vibrio sp. B1FLJ16,0
Vibrio sp. SCSIO 43135,0
Vibrio sp. SCSIO 43153,0
Vibrio sp. DW001,0
Vibrio sp. SNU_ST1,0
Vibrio sp. ED004,0
Vibrio sp. SCSIO 43133,0
Vibrio sp. THAF190c,0
Vibrio sp. B1ASS3,0
Vibrio sp. 16,0
Vibrio sp. gvc,0
Vibrio sp. dhg,0
Vibrio sp. SCSIO 43140,0
Vibrio sp. ED002,0
Vibrio sp. B1REV9,0
Vibrio sp. J383,0
Vibrio sp. B1FIG11,0
Vibrio sp. ABG19,0
Vibrio sp.,0
Vibrio sp. STUT-A16,0
Vibrio sp. EJY3,0
Vibrio sp. 04Ya108,0
Vibrio sp. Scap24,0
Vibrio sp. qd031,0
Vibrio parahaemolyticus,0
Vibrio campbellii,0
Vibrio harveyi,0
Vibrio owensii,0
Vibrio azureus,0
Vibrio antiquarius,0
Vibrio diabolicus,0
Vibrio alginolyticus,0
Vibrio rotiferianus,0
Vibrio natriegens,0
Vibrio jasicida,0
Vibrio navarrensis,0
Vibrio aestuarianus,0
Vibrio spartinae,0
Vibrio coralliilyticus,0
Vibrio ishigakensis,0
Vibrio furnissii,0
Vibrio gangliei,0
Vibrio artabrorum,0
Vibrio scophthalmi,0
Vibrio pectenicida,0
Vibrio rarus,0
Vibrio quintilis,0
Vibrio rhizosphaerae,0
Vibrio mangrovi,0
Vibrio cincinnatiensis,0
Vibrio vulnificus,0
Vibrio tritonius,0
Vibrio fluvialis,0
Vibrio cyclitrophicus,0
uncultured Vibrio sp.,0
Vibrio lentus,0
Vibrio gazogenes,0
Vibrio maritimus,0
Vibrio penaeicida,0
Vibrio mimicus,0
Vibrio alfacsensis,0
Vibrio aerogenes,0
Vibrio casei,0
Vibrio ruber,0
Vibrio ponticus,0
Vibrio cholerae,0
Vibrio neonatus,0
Vibrio cortegadensis,0
Vibrio palustris,0
Vibrio gallaecicus,0
Vibrio astriarenae,0
Vibrio tapetis,0
Vibrio nigripulchritudo,0
Vibrio aphrogenes,0
Vibrio inusitatus,0
Vibrio comitans,0
Vibrio tarriae,0
Vibrio crassostreae,0
Vibrio tubiashii,0
Vibrio europaeus,0
Vibrio sinaloensis,0
Vibrio ziniensis,0
Vibrio gigantis,0
Vibrio aquimaris,0
Vibrio metoecus,0
Vibrio taketomensis,0
Vibrio panuliri,0
Vibrio algicola,0
Vibrio rumoiensis,0
Vibrio porteresiae,0
Vibrio plantisponsor,0
Vibrio echinoideorum,0
Vibrio chagasii,0
Vibrio japonicus,0
Vibrio qinghaiensis,0
Vibrio splendidus,0
Vibrio gallicus,0
Vibrio tasmaniensis,0
Vibrio syngnathi,0
Vibrio breoganii,0
Vibrio paracholerae,0
Vibrio metschnikovii,0
Vibrio fortis,0
Vibrio anguillarum,0
Vibrio zhugei,0
Vibrio pelagius,0
Vibrio mediterranei,0
